node;ingest_year;num_alarms_per_year;sum_duration_hours;avg_duration_hours;total_tics
VI02E;2024;3;0.5;0.17;0
VX05A;2024;20;2.59;0.13;0
OX26L;2024;22;15.98;0.73;11
MX06W;2024;18;5.83;0.32;0
BX40G;2024;10;25.56;2.56;20
CW49F;2024;1;0.0;0.0;0
PO13I;2024;3;2.25;0.75;0
MX80L;2024;15;1225.58;81.71;268
PO77L;2024;13;382.88;29.45;0
PM59R;2024;1464;1584.03;1.08;0
LE47I;2024;23;2.64;0.11;0
HX12L;2024;45;7.89;0.18;0
LX56B;2024;7;3.92;0.56;0
CO69O;2024;34;14.58;0.43;0
GI91O;2024;18;8.28;0.46;47
LX79M;2024;11;7.07;0.64;2
GI84B;2024;11;1.99;0.18;0
TX10P;2024;5;0.78;0.16;0
GI19S;2024;54;9.11;0.17;0
TX07A;2024;44;136.61;3.1;2
VX66P;2024;20;3.72;0.19;0
VA55G;2024;22;91.67;4.17;1
GU03V;2024;20;7.52;0.38;0
CR02A;2024;19;2.68;0.14;0
GC76L;2024;12;1.84;0.15;0
TE08A;2024;16;13.33;0.83;16
MX81V;2024;8;3.51;0.44;0
TF20H;2024;43;39.51;0.92;1
AL43W;2024;27;5.76;0.21;0
LU77W;2024;35;5.57;0.16;0
CX41I;2024;18;18.01;1.0;0
LU93I;2024;56;57.34;1.02;2
CA28M;2024;13;8.59;0.66;0
BI27B;2024;5;508.08;101.62;0
AB05F;2024;208;235.69;1.13;2
PM42X;2024;10;9.5;0.95;0
GR23W;2024;37;50.71;1.37;0
LX06D;2024;26;2.41;0.09;0
GC01I;2024;7;3.65;0.52;0
GC04T;2024;12;3.81;0.32;0
GC86F;2024;20;1.21;0.06;0
VA76M;2024;15;7.76;0.52;0
OX90W;2024;30;109.84;3.66;11
MA02W;2024;17;11.51;0.68;0
CU60B;2024;19;91.84;4.83;0
GI92U;2024;17;8.66;0.51;39
MX99I;2024;12;3.46;0.29;0
GI85L;2024;24;0.51;0.02;0
TX02O;2024;8;21.83;2.73;1
BX68K;2024;6;2.18;0.36;0
TX30Y;2024;7;2.81;0.4;0
BY61V;2024;6;10.96;1.83;0
TX78P;2024;6;2.04;0.34;0
VA03F;2024;583;131.46;0.23;68
JX01Z;2024;1;48.33;48.33;0
SE33Y;2024;12;6.18;0.52;0
MU48H;2024;12;11.82;0.99;0
ZX25Z;2024;15;28.38;1.89;2
NA15A;2024;8;7.0;0.88;3
LU37W;2024;19;7.58;0.4;2
GU05C;2024;24;77.25;3.22;9
GC12U;2024;7;5.1;0.73;2
LE20L;2024;11;29.74;2.7;0
TF19R;2024;18;51.81;2.88;2
BU06S;2024;11;5.51;0.5;0
AL25W;2024;12;2.66;0.22;0
GR66V;2024;6;5.75;0.96;0
LU11L;2024;21;41.24;1.96;19
BU04M;2024;28;76.52;2.73;7
MX27N;2024;18;14.16;0.79;0
SA07L;2024;14;20.53;1.47;0
CO06B;2024;27;9.16;0.34;0
GR58K;2024;183;180.63;0.99;0
BA34Y;2024;23;21.81;0.95;10
BX32S;2024;5;1.97;0.39;0
CR90M;2024;138;91.66;0.66;189
GC47C;2024;126;65.67;0.52;0
CO34A;2024;216;523.91;2.43;4
LX06C;2024;47;3.0;0.06;0
CO15B;2024;81;259.18;3.2;0
GU42V;2024;35;12.98;0.37;0
CA93Z;2024;127;120.06;0.95;0
LX27M;2024;10;193.93;19.39;0
GI91G;2024;23;60.33;2.62;89
TX31Y;2024;12;30.35;2.53;1
TX19X;2024;16;18.5;1.16;0
BX12O;2024;6;1.28;0.21;0
MX80K;2024;22;91.02;4.14;16
HX68H;2024;9;2.5;0.28;0
TO20T;2024;43;14.93;0.35;0
MU45T;2024;22;12.84;0.58;0
SA33I;2024;11;2.24;0.2;0
CU67A;2024;19;3.93;0.21;0
TF49L;2024;69;12.67;0.18;6
TF72Q;2024;11;1.09;0.1;0
AL49J;2024;12;2.99;0.25;0
SE58V;2024;18;0.76;0.04;0
TX15J;2024;19;60.58;3.19;68
SX38W;2024;44;170.45;3.87;0
CX04L;2024;34;43.17;1.27;0
LU62I;2024;37;34.68;0.94;2
MU50Y;2024;7;0.93;0.13;0
PO83L;2024;5;5.5;1.1;0
OX06E;2024;12;5.74;0.48;0
CC95W;2024;84;16.95;0.2;0
AL09O;2024;24;4.52;0.19;0
GR77K;2024;81;53.4;0.66;0
VX43E;2024;6;5.27;0.88;0
MU95J;2024;14;3.43;0.25;0
PO03I;2024;37;37.71;1.02;0
HU99X;2024;1;0.75;0.75;0
HU44N;2024;12;135.31;11.28;15
BX86C;2024;16;223.34;13.96;42
GR03T;2024;26;145.22;5.59;0
LX52Y;2024;18;25.12;1.4;0
TX79V;2024;15;3.64;0.24;0
PO27G;2024;21;28.49;1.36;1
VI09C;2024;26;23.08;0.89;2
GC32S;2024;27;3.29;0.12;3
CO25B;2024;121;512.9;4.24;0
CA20H;2024;17;287.99;16.94;1
MX39R;2024;7;415.93;59.42;22
AL66I;2024;22;6.07;0.28;0
BI05B;2024;10;2.24;0.22;0
AL83M;2024;15;9.0;0.6;0
GC12L;2024;10;6.93;0.69;0
SE01T;2024;23;7.6;0.33;0
GI20W;2024;21;222.03;10.57;3
BX14I;2024;5;2.34;0.47;0
GI97Y;2024;22;0.65;0.03;0
TX03S;2024;6;1.14;0.19;0
GI10X;2024;8;0.66;0.08;0
GI93Z;2024;16;4.02;0.25;0
GI86R;2024;29;0.61;0.02;0
TX81V;2024;12;5.75;0.48;0
TX18Y;2024;8;1.83;0.23;0
TX92Z;2024;6;2.59;0.43;0
TX94R;2024;151;182.27;1.21;5
GI98R;2024;43;26.75;0.62;3
GI96I;2024;29;18.92;0.65;118
AB12Q;2024;26;5.49;0.21;0
CC86W;2024;50;47.68;0.95;1
AL20O;2024;156;45.08;0.29;0
BX56A;2024;20;10.98;0.55;2
GC52L;2024;36;7.34;0.2;0
BX47H;2024;13;29.76;2.29;26
MX62E;2024;2;114.58;57.29;0
MX23Z;2024;35;11.86;0.34;0
BA59B;2024;18;18.49;1.03;307
BA20W;2024;67;13.51;0.2;0
CC83W;2024;28;24.47;0.87;0
ZX07V;2024;8;5.59;0.7;0
TF59C;2024;12;8.41;0.7;1
TF41Z;2024;16;6.56;0.41;1
VX85B;2024;23;0.0;0.0;0
LE27M;2024;31;60.71;1.96;0
TX52Q;2024;11;56.24;5.11;0
ZX15D;2024;21;4.76;0.23;0
TE75R;2024;24;3.55;0.15;0
CS20A;2024;18;1.16;0.06;0
LU37I;2024;52;30.83;0.59;0
GC43N;2024;55;268.47;4.88;0
SX38I;2024;12;367.08;30.59;0
PO11I;2024;10;3.41;0.34;0
BA16P;2024;5;2619.11;523.82;0
CX46L;2024;17;17.54;1.03;0
MX07K;2024;6;38.56;6.43;44
MX07I;2024;18;8.08;0.45;0
TO08K;2024;130;613.72;4.72;5
LX14A;2024;73;67.74;0.93;2
ML06M;2024;6;3.54;0.59;0
BA15J;2024;34;172.2;5.06;7
PX40I;2024;12;7.58;0.63;0
MX19Z;2024;4;4.83;1.21;0
GI06Y;2024;8;17.33;2.17;13
TX99T;2024;263;186.16;0.71;2
TX07X;2024;5;10.26;2.05;0
TX26X;2024;23;2.48;0.11;0
TX99Z;2024;96;9.42;0.1;0
TX89S;2024;14;25.98;1.86;1
SA17L;2024;3;0.34;0.11;0
GR18H;2024;46;19.17;0.42;0
BX88Z;2024;12;9.3;0.78;0
AX01W;2024;30;3.87;0.13;0
SX71L;2024;6;32.73;5.45;0
JX06K;2024;43;7.84;0.18;0
BA72J;2024;19;28.09;1.48;2
MU03W;2024;25;12.53;0.5;0
SE92A;2024;4;0.41;0.1;0
HX46W;2024;9;1.09;0.12;0
PX44I;2024;3;0.58;0.19;0
GU14H;2024;25;3.16;0.13;0
BX22E;2024;4;0.34;0.09;0
SG70W;2024;18;3.05;0.17;0
SS16A;2024;18;3.79;0.21;0
VI01F;2024;2;0.0;0.0;0
CX37L;2024;29;20.44;0.7;0
PO55W;2024;16;10.67;0.67;0
TF07O;2024;63;31.16;0.49;0
VA32I;2024;68;32.1;0.47;1
SE92W;2024;29;17.25;0.59;0
TF59R;2024;10;3.11;0.31;0
TF00S;2024;16;14.25;0.89;1
TF33S;2024;22;11.41;0.52;1
TF18E;2024;29;6.14;0.21;1
AL61O;2024;146;51.74;0.35;0
AL36O;2024;125;53.46;0.43;0
BA64Y;2024;18;5.17;0.29;0
GU19S;2024;10;4.81;0.48;0
TX77M;2024;3;3.3;1.1;0
PO95G;2024;24;13.31;0.55;0
AX44R;2024;6;0.17;0.03;0
PM30C;2024;53;30.17;0.57;2
SG75M;2024;12;37.65;3.14;1
CS68B;2024;5;0.0;0.0;0
MA53S;2024;37;6.55;0.18;0
SS36F;2024;27;48.0;1.78;0
SE76W;2024;13;1.6;0.12;0
VX71P;2024;1;169.67;169.67;0
CC70W;2024;14;3.32;0.24;0
MA42K;2024;8;3.6;0.45;0
AL15W;2024;33;7.16;0.22;0
GI69M;2024;17;2.74;0.16;0
CC67J;2024;10;1.42;0.14;0
CS99A;2024;14;2.38;0.17;0
GC89C;2024;22;16.88;0.77;11
CU53R;2024;473;59.3;0.13;102
TX76M;2024;23;19.83;0.86;34
CO45O;2024;180;683.61;3.8;0
SA88W;2024;24;23.42;0.98;0
LX45M;2024;6;1.49;0.25;0
ZX13R;2024;272;159.86;0.59;0
GI82Z;2024;17;1.92;0.11;0
LX48Z;2024;7;0.17;0.02;0
LX14Z;2024;36;1.16;0.03;0
LX51X;2024;7;1.86;0.27;0
TX29Z;2024;6;2.09;0.35;0
TX46Z;2024;220;32.15;0.15;84
TX56X;2024;14;60.04;4.29;71
TX36Q;2024;13;53.93;4.15;68
MU11J;2024;16;4.5;0.28;0
BX66S;2024;4;0.5;0.13;0
HU49N;2024;8;3.86;0.48;2
PM55J;2024;21;23.73;1.13;0
GC74M;2024;10;0.75;0.08;0
TF03P;2024;49;5.91;0.12;0
HX18W;2024;21;72.18;3.44;0
HX40W;2024;5;0.99;0.2;0
HX54W;2024;16;5.88;0.37;0
HX56W;2024;29;6.3;0.22;0
MX52B;2024;50;8.24;0.16;4
PO05G;2024;15;23.59;1.57;18
TX42Q;2024;10;30.27;3.03;2
TF17O;2024;7;2.5;0.36;0
MA63Q;2024;4;4.32;1.08;0
AL12K;2024;23;6.56;0.29;0
AL39O;2024;8;2.08;0.26;0
GU19N;2024;12;3.88;0.32;0
VA84W;2024;22;8.93;0.41;2
GR12V;2024;2;21.0;10.5;0
TX60B;2024;13;16.59;1.28;0
CO25R;2024;19;89.24;4.7;0
GC36Y;2024;8;35.74;4.47;1
GC23M;2024;2;0.17;0.09;0
SO60M;2024;10;11.88;1.19;1
MX92M;2024;18;10.05;0.56;6
BA24W;2024;62;43.74;0.71;0
CO12R;2024;23;25.91;1.13;0
PM51C;2024;5;110.89;22.18;0
VX60E;2024;78;83.65;1.07;3
JX53D;2024;22;12.28;0.56;0
MA34W;2024;51;51.91;1.02;0
HU01R;2024;54;97.67;1.81;0
TX52X;2024;25;9.01;0.36;2
GI06U;2024;15;16.68;1.11;2
SO54W;2024;5;11.25;2.25;0
HX22R;2024;19;27.8;1.46;0
LU92W;2024;9;0.82;0.09;0
CYL4673;2024;167;78.93;0.47;2
CC20W;2024;9;1.66;0.18;0
CA21H;2024;15;19.99;1.33;0
TF26J;2024;15;2.13;0.14;0
TF34J;2024;16;4.27;0.27;0
TF58P;2024;15;5.4;0.36;1
SS24S;2024;4;6.32;1.58;0
SG95W;2024;10;55.43;5.54;0
SA57W;2024;8;7.75;0.97;0
CA02D;2024;11;11.97;1.09;0
LE07W;2024;23;38.05;1.65;0
GC25N;2024;12;2.66;0.22;3
SO64W;2024;39;1766.83;45.3;0
TO44A;2024;16;11.7;0.73;0
CS14A;2024;21;19.66;0.94;3
SO03S;2024;12;0.74;0.06;0
SO75M;2024;9;14.74;1.64;1
CR18R;2024;20;2.23;0.11;0
SX60W;2024;3;506.24;168.75;0
SX61W;2024;13;581.32;44.72;0
MX86P;2024;6;24.21;4.03;0
AV20W;2024;114;40.5;0.36;37
AV22W;2024;17;0.41;0.02;0
JX16K;2024;125;11.68;0.09;0
MX16P;2024;9;4.24;0.47;0
BX24I;2024;29;86.43;2.98;10
LX95X;2024;9;8.91;0.99;0
AL05W;2024;27;18.31;0.68;0
CO41B;2024;83;265.05;3.19;0
VX11X;2024;52;4.5;0.09;0
ZX51R;2024;64;99.38;1.55;0
CA34M;2024;34;16.6;0.49;97
BY82V;2024;18;2.18;0.12;0
TX61Y;2024;5;1.93;0.39;0
TX94J;2024;23;36.88;1.6;1
GI22U;2024;29;4.54;0.16;0
ZA04I;2024;20;90.84;4.54;0
LU30W;2024;29;1.92;0.07;0
AV69M;2024;21;60.14;2.86;4
CR28A;2024;20;5.5;0.28;0
VA53M;2024;17;8.01;0.47;1
CO42D;2024;38;332.89;8.76;0
GU62K;2024;31;4.9;0.16;0
CO22O;2024;15;130.24;8.68;0
AL18J;2024;21;20.3;0.97;2
BU38L;2024;5;119.76;23.95;0
ZX19R;2024;80;164.9;2.06;0
MX18C;2024;13;3.58;0.28;0
CX02M;2024;68;1.91;0.03;0
TF13N;2024;15;1.82;0.12;0
PM34J;2024;5;3.67;0.73;0
BX72H;2024;23;4.6;0.2;6
AX61R;2024;37;23.81;0.64;0
AV59W;2024;31;7.5;0.24;0
AV20U;2024;13;0.36;0.03;0
CA57W;2024;15;6.5;0.43;0
PO74L;2024;5;20.7;4.14;0
MA34K;2024;25;13.67;0.55;0
MA15K;2024;5;0.49;0.1;0
AV09M;2024;16;6.1;0.38;1
AX34E;2024;8;0.83;0.1;0
MX69E;2024;9;1.25;0.14;0
BU52N;2024;11;21.66;1.97;27
AX33N;2024;1;1.83;1.83;0
AL22K;2024;14;4.34;0.31;0
BX01Z;2024;28;583.06;20.82;19
BX64U;2024;3;23.21;7.74;0
SO07W;2024;13;3.56;0.27;0
TO67Q;2024;51;267.82;5.25;21
BX52J;2024;5;4.55;0.91;0
SE92L;2024;3;3.61;1.2;0
AX80T;2024;5;3.91;0.78;0
GI15H;2024;5;1.74;0.35;43
BX02Q;2024;7;4.32;0.62;0
ZX25R;2024;78;184.24;2.36;0
LX03L;2024;6;13.76;2.29;0
GC08T;2024;5;5.59;1.12;8
GC44H;2024;13;1.5;0.12;0
AB14M;2024;30;17.97;0.6;2
CS27F;2024;9;21.26;2.36;0
GI08N;2024;22;3.67;0.17;89
LX29Z;2024;9;3.02;0.34;0
TX87Z;2024;14;6.5;0.46;2
TX95X;2024;15;44.81;2.99;2
BX54T;2024;4;3.21;0.8;0
GI28N;2024;17;102.98;6.06;68
TX01U;2024;26;74.33;2.86;1
HU11R;2024;58;74.08;1.28;0
CA14W;2024;73;27.14;0.37;0
HU12R;2024;31;14.55;0.47;0
ZX43R;2024;38;14.73;0.39;0
GC82L;2024;60;13.23;0.22;1
GU04C;2024;23;12.92;0.56;5
AL15O;2024;48;11.89;0.25;0
AX83E;2024;4;0.59;0.15;0
VA15W;2024;44;188.88;4.29;0
SE31C;2024;32;176.17;5.51;0
BX04Z;2024;31;3.95;0.13;0
TF31E;2024;30;8.0;0.27;0
OX99W;2024;15;9.65;0.64;0
BA20P;2024;23;1.55;0.07;0
OX33K;2024;3;1.58;0.53;0
VX43B;2024;48;40.3;0.84;0
LE28W;2024;22;37.64;1.71;0
MA63I;2024;18;77.18;4.29;0
MA32E;2024;9;31.34;3.48;0
SS02J;2024;4;0.0;0.0;0
BX16X;2024;5;144.59;28.92;21
AX12Y;2024;3;6.92;2.31;0
TO07R;2024;27;7.68;0.28;54
AV19M;2024;28;9.97;0.36;5
BU30L;2024;15;2.75;0.18;0
GR02Z;2024;212;36.75;0.17;0
MX96J;2024;67;3.52;0.05;0
AB53S;2024;31;24.99;0.81;0
ZX34R;2024;84;188.23;2.24;0
CA38W;2024;42;373.96;8.9;0
AL01O;2024;49;7.24;0.15;0
MX77F;2024;130;13.28;0.1;0
CR04T;2024;67;12.3;0.18;453
HX73W;2024;6;1.16;0.19;0
LX71X;2024;12;4.84;0.4;0
GI67M;2024;3;0.42;0.14;0
TO64Q;2024;72;109.68;1.52;0
LX99X;2024;24;50.24;2.09;0
AB66S;2024;17;6.4;0.38;4
CC18Y;2024;14;34.27;2.45;0
BX58S;2024;2;0.58;0.29;0
BX87C;2024;20;14.1;0.71;4
GC46S;2024;12;11.51;0.96;0
SE11W;2024;11;7.99;0.73;0
HX44A;2024;12;2.59;0.22;0
CO20B;2024;46;5.1;0.11;0
MX59F;2024;27;38.26;1.42;0
SG15Q;2024;50;45.84;0.92;0
GI03J;2024;7;0.41;0.06;0
TF04M;2024;9;5.48;0.61;1
TF07S;2024;27;8.13;0.3;1
SE79V;2024;1;0.0;0.0;0
OR91W;2024;62;42.51;0.69;3
PM09J;2024;23;8.78;0.38;0
VX82B;2024;15;15.67;1.04;4
BI37C;2024;4;3.53;0.88;0
GC76F;2024;61;6.79;0.11;0
CO02O;2024;38;24.05;0.63;0
LX01A;2024;9;0.5;0.06;0
AV11R;2024;14;7.86;0.56;1
HX01K;2024;38;6.95;0.18;0
SE20E;2024;6;7.42;1.24;0
VI18A;2024;34;9.34;0.27;0
SE31S;2024;10;24.4;2.44;4
GR59C;2024;14;1.15;0.08;0
GC07T;2024;11;4.0;0.36;0
PM02X;2024;9;3.75;0.42;0
LU87I;2024;11;3.83;0.35;0
SA35I;2024;3;1.22;0.41;0
GI02N;2024;10;26.92;2.69;0
BX39I;2024;5;2.09;0.42;0
GI28H;2024;19;120.74;6.35;0
GI95I;2024;26;20.33;0.78;1
LX77Z;2024;15;11.58;0.77;0
GI77Z;2024;2;0.0;0.0;0
GI92T;2024;3;0.49;0.16;0
LX23Z;2024;11;0.77;0.07;0
GI20X;2024;31;2.61;0.08;0
GI71U;2024;6;2.91;0.49;0
GI85R;2024;32;6.69;0.21;0
TX14P;2024;5;0.53;0.11;0
GI60Z;2024;10;1.52;0.15;0
GC31L;2024;4;0.49;0.12;0
PM06C;2024;22;10.28;0.47;0
GI26N;2024;21;3.5;0.17;0
CC69W;2024;31;8.89;0.29;0
MU04R;2024;15;3.07;0.2;0
VA25W;2024;15;24.17;1.61;0
TF48P;2024;18;0.61;0.03;0
TF24S;2024;28;38.93;1.39;1
MX32O;2024;416;511.51;1.23;1477
CX43I;2024;7;0.33;0.05;0
SO65W;2024;5;9.42;1.88;1
OX77I;2024;35;50.08;1.43;0
CS05K;2024;16;10.18;0.64;0
CR98V;2024;24;1.25;0.05;0
TO17T;2024;13;2.74;0.21;0
GC30M;2024;16;8.35;0.52;0
OX05W;2024;13;1397.79;107.52;0
PM77R;2024;31;292.11;9.42;0
JX75W;2024;56;14.1;0.25;0
AL50D;2024;29;13.19;0.45;0
TO13R;2024;203;714.84;3.52;11
ML13M;2024;10;5.04;0.5;0
LU08I;2024;4;0.75;0.19;0
LU05W;2024;24;4.15;0.17;0
JX58W;2024;18;2.03;0.11;0
PM07X;2024;15;6.9;0.46;0
TX13S;2024;7;15.5;2.21;0
GI30Z;2024;15;0.0;0.0;0
LX32X;2024;7;1.1;0.16;0
GI69Z;2024;20;0.84;0.04;0
LX76X;2024;4;1.5;0.38;0
TX03O;2024;4;1.64;0.41;0
TX14O;2024;2385;7.95;0.0;0
BY54V;2024;10;6.79;0.68;0
TX16Z;2024;7;7.78;1.11;0
TX80M;2024;7;5.5;0.79;0
TX82S;2024;12;3.9;0.33;0
BX01N;2024;26;12.07;0.46;41
BX38P;2024;10;8.37;0.84;0
PM73Y;2024;13;13.83;1.06;0
LE59W;2024;23;12.07;0.52;0
SE23W;2024;8;3.08;0.39;0
TF53P;2024;52;10.15;0.2;0
MX73V;2024;11;19.75;1.8;0
TO12B;2024;27;149.04;5.52;0
TO24P;2024;14;5.12;0.37;0
CC68J;2024;8;13.17;1.65;0
VA68W;2024;11;9.12;0.83;0
TF32P;2024;22;1.27;0.06;0
AL72W;2024;7;2.63;0.38;0
CC81W;2024;32;10.2;0.32;0
BU87I;2024;8;4.76;0.6;0
BX26D;2024;10;16.92;1.69;0
LE81L;2024;30;54.84;1.83;0
OX46M;2024;10;288.17;28.82;3
MA94O;2024;10;1.92;0.19;0
GR10V;2024;10;36.26;3.63;33
GC41H;2024;42;0.5;0.01;0
MX52T;2024;13;24.34;1.87;2
PO73W;2024;18;1.6;0.09;0
SE87B;2024;16;1.98;0.12;0
GR06W;2024;20;4.12;0.21;0
BX39S;2024;34;490.51;14.43;78
CR12V;2024;60;479.89;8.0;2
LU94I;2024;25;776.34;31.05;2
LU78I;2024;11;19.02;1.73;3
BX18W;2024;16;245.85;15.37;8
AX86S;2024;21;18.47;0.88;0
GR76C;2024;8;76.42;9.55;0
ZX02B;2024;61;66.74;1.09;4
CR17V;2024;62;79.02;1.27;22
ZA01W;2024;19;291.53;15.34;9
MX43B;2024;21;1.57;0.07;0
LX70R;2024;16;1.27;0.08;0
TX17U;2024;112;88.43;0.79;1
TX91T;2024;34;223.37;6.57;6
TX37X;2024;4;1.76;0.44;0
GI09D;2024;31;10.0;0.32;0
TX01W;2024;15;16.48;1.1;0
TX17K;2024;7;0.85;0.12;0
SO22W;2024;18;3.53;0.2;0
SO60W;2024;5;9.42;1.88;1
BA57B;2024;64;26.92;0.42;572
MA79S;2024;23;7.44;0.32;0
A3199;2024;3;0.58;0.19;0
SX45W;2024;1;0.0;0.0;0
HX70J;2024;13;7.92;0.61;0
LO13A;2024;7;0.84;0.12;0
PM70R;2024;5;25.16;5.03;0
MA44J;2024;8;0.08;0.01;0
CO92O;2024;14;1.42;0.1;0
TF28C;2024;12;49.34;4.11;21
TE44T;2024;19;2.86;0.15;0
OX40I;2024;75;47.55;0.63;1
MA11W;2024;41;21.68;0.53;0
MA55K;2024;187;17.77;0.1;0
BU11L;2024;35;10.2;0.29;2
TF38N;2024;52;26.5;0.51;23
CX37M;2024;11;0.5;0.05;0
GC80M;2024;11;14.34;1.3;0
LO07I;2024;139;17.93;0.13;0
CO96D;2024;40;25.98;0.65;0
BI45Z;2024;1970;94.66;0.05;4
HX14W;2024;43;16.38;0.38;0
CO37A;2024;159;682.17;4.29;0
MA26N;2024;49;635.79;12.98;48
SE81V;2024;60;2.93;0.05;0
TO48R;2024;23;6.93;0.3;1
LX52M;2024;4;1.17;0.29;0
LX77S;2024;37;6.25;0.17;0
GI07Z;2024;9;13.24;1.47;0
GI94Z;2024;10;25.57;2.56;68
GI92X;2024;16;2.55;0.16;0
TX58Q;2024;55;88.07;1.6;2
GI95X;2024;35;7.8;0.22;0
BX11P;2024;4;1.11;0.28;0
BX90A;2024;17;8.56;0.5;0
BX94Z;2024;8;10.82;1.35;3
BI31Z;2024;6;10.01;1.67;108
MA65I;2024;9;188.94;20.99;0
BA61B;2024;18;7.41;0.41;302
CX32W;2024;25;32.41;1.3;0
HX47S;2024;32;7.83;0.24;0
CAT5208;2024;3;0.57;0.19;0
OX31R;2024;9;3.52;0.39;0
CC16W;2024;20;5.14;0.26;0
CC45W;2024;99;13.56;0.14;0
CX00W;2024;4;0.0;0.0;0
TF06S;2024;72;15.98;0.22;1
MU51X;2024;20;3.33;0.17;0
SA24V;2024;5;5.08;1.02;0
TF68N;2024;28;4.19;0.15;2
ZX53C;2024;4;2.34;0.59;0
TO47N;2024;20;3.81;0.19;0
LO10J;2024;9;0.65;0.07;0
ZX44R;2024;47;33.83;0.72;0
CX57W;2024;18;832.84;46.27;0
CA36D;2024;602;249.42;0.41;1
SE83Y;2024;31;24.13;0.78;0
CR66S;2024;51;16.31;0.32;0
MA16K;2024;6;8.59;1.43;0
GU08B;2024;18;30.93;1.72;6
JX00K;2024;52;12.02;0.23;0
GC31Y;2024;12;7.41;0.62;0
TF05L;2024;37;7.54;0.2;1
LE15S;2024;21;2.39;0.11;0
MX20A;2024;248;1.35;0.01;2
LX86A;2024;371;65.55;0.18;0
TO70R;2024;28;83.87;3.0;565
SS08H;2024;11;9.56;0.87;0
GR07K;2024;13;1.51;0.12;0
TO41V;2024;189;453.83;2.4;5
LX36S;2024;10;8.1;0.81;0
GI07A;2024;24;2.24;0.09;0
LX75X;2024;3;0.0;0.0;0
BX92T;2024;2;0.56;0.28;0
TX78Z;2024;6;56.17;9.36;0
PM03R;2024;25;5.66;0.23;0
BA67J;2024;15;2.41;0.16;0
SO01Q;2024;9;2.24;0.25;0
SE29W;2024;4;4.16;1.04;0
HX83W;2024;18;0.84;0.05;0
AB25R;2024;9;4.91;0.55;0
SG39W;2024;26;38.1;1.47;69
TF22P;2024;17;30.38;1.79;2
ZX33C;2024;12;60.93;5.08;0
AX54Y;2024;8;21.6;2.7;0
CA52J;2024;94;84.33;0.9;0
BU19N;2024;26;21.79;0.84;8
AV30W;2024;45;17.56;0.39;0
BA91Y;2024;12;7.07;0.59;0
LE21W;2024;31;509.67;16.44;3
MA80W;2024;82;19.3;0.24;0
MU05T;2024;4;1.06;0.27;2
CU03V;2024;19;13.07;0.69;0
SG78W;2024;29;41.35;1.43;2
AL94J;2024;12;4.17;0.35;0
OX35I;2024;38;33.0;0.87;0
LX24M;2024;6;7.92;1.32;0
MA00Z;2024;9;2.67;0.3;0
C7584B1;2024;3;5.99;2.0;0
MX31E;2024;23;84.97;3.69;2
GI67Z;2024;6;0.42;0.07;0
GI09Z;2024;2;0.0;0.0;0
LX87X;2024;6;1.5;0.25;0
TX01X;2024;48;95.1;1.98;37
TX10W;2024;20;18.09;0.9;3
LX38Z;2024;20;45.34;2.27;0
GI52A;2024;36;11.19;0.31;155
GI07P;2024;12;16.48;1.37;1
TX86S;2024;14;14.16;1.01;0
SS20P;2024;4;32.72;8.18;0
BX01T;2024;28;33.34;1.19;6
OX58G;2024;3;0.33;0.11;0
JX02D;2024;50;639.06;12.78;0
SO01I;2024;12;11.25;0.94;1
HX21L;2024;4;1.51;0.38;0
PM11C;2024;7;0.67;0.1;0
BU52E;2024;34;17.67;0.52;1
OX55L;2024;20;25.35;1.27;0
CC16J;2024;94;47.13;0.5;0
TO17R;2024;10;3.0;0.3;0
AX74R;2024;12;1.09;0.09;0
MA07W;2024;20;12.75;0.64;0
MU01T;2024;1;0.5;0.5;0
BA65J;2024;14;2.5;0.18;0
LE94V;2024;1;0.0;0.0;0
AB05J;2024;29;282.36;9.74;11
ZX55C;2024;11;1.77;0.16;0
GR38W;2024;39;9.72;0.25;0
GR45W;2024;23;99.42;4.32;0
CX23M;2024;12;29.21;2.43;0
CX63M;2024;11;2.08;0.19;0
ZX35O;2024;12;7.91;0.66;0
TF13O;2024;26;10.68;0.41;0
LX49Z;2024;8;5.59;0.7;0
LX70Y;2024;18;5.42;0.3;0
TX72V;2024;13;6.86;0.53;1
TX23P;2024;17;84.53;4.97;21
GI11K;2024;171;31.43;0.18;6
TX02W;2024;9;1.9;0.21;0
TX70V;2024;15;33.81;2.25;0
BX55C;2024;10;18.33;1.83;53
BX20G;2024;8;17.5;2.19;42
BX22V;2024;12;1.33;0.11;0
BX82N;2024;78;3.06;0.04;0
MX13N;2024;21;3.07;0.15;4
HX57W;2024;1;0.75;0.75;0
HX91W;2024;7;1.81;0.26;0
CR75J;2024;28;18.17;0.65;226
AB42J;2024;20;5.01;0.25;1
MX24X;2024;3;95.08;31.69;1
SO80W;2024;28;18.4;0.66;1
CC55J;2024;9;17.0;1.89;0
PM60L;2024;8;4.09;0.51;0
AL53W;2024;35;7.9;0.23;0
MU72J;2024;19;9.91;0.52;5
BX88X;2024;41;18.17;0.44;0
SG03U;2024;20;5.11;0.26;0
CC20J;2024;43;12.59;0.29;0
GR33K;2024;8;1.32;0.16;0
PM29R;2024;1;224.08;224.08;2
SG05M;2024;17;1.9;0.11;0
GC24F;2024;56;4.75;0.08;0
CO74D;2024;79;6.86;0.09;0
PO61W;2024;22;19.73;0.9;0
